行为时间,view_duration,tp_video_view
2023-12-05 00:00:00,196,1
2023-12-05 00:00:00,197.457,0
2023-12-05 00:00:00,199.142,0
2023-12-05 00:00:00,2.016,0
2023-12-05 00:00:00,2.017,0
2023-12-05 00:00:00,2.031,0
2023-12-05 00:00:00,2.11,0
2023-12-05 00:00:00,2.161,0
2023-12-05 00:00:00,2.24,0
2023-12-05 00:00:00,2.247,0
2023-12-05 00:00:00,2.324,0
2023-12-05 00:00:00,2.337,0
2023-12-05 00:00:00,2.386,0
2023-12-05 00:00:00,2.412,0
2023-12-05 00:00:00,2.497,0
2023-12-05 00:00:00,2.516,0
2023-12-05 00:00:00,2.544,0
2023-12-05 00:00:00,2.709,0
2023-12-05 00:00:00,2.788,0
2023-12-05 00:00:00,2.896,0
2023-12-05 00:00:00,2.943,0
2023-12-05 00:00:00,2.973,0
2023-12-05 00:00:00,2.985,0
2023-12-05 00:00:00,2.987,0
2023-12-05 00:00:00,20.162,0
2023-12-05 00:00:00,20.49,0
2023-12-05 00:00:00,20.592,0
2023-12-05 00:00:00,200.058,0
2023-12-05 00:00:00,200.825,0
2023-12-05 00:00:00,201.529,0
2023-12-05 00:00:00,201.753,0
2023-12-05 00:00:00,202.058,0
2023-12-05 00:00:00,202.808,0
2023-12-05 00:00:00,203.953,0
2023-12-05 00:00:00,205.391,0
2023-12-05 00:00:00,205.598,0
2023-12-05 00:00:00,207,0
2023-12-05 00:00:00,207.122,0
2023-12-05 00:00:00,207.295,0
2023-12-05 00:00:00,207.591,0
2023-12-05 00:00:00,207.762,0
2023-12-05 00:00:00,208,0
2023-12-05 00:00:00,208.491,0
2023-12-05 00:00:00,2081,0
2023-12-05 00:00:00,209,0
2023-12-05 00:00:00,21.035,0
2023-12-05 00:00:00,21.203,0
2023-12-05 00:00:00,210.071,0
2023-12-05 00:00:00,210.137,0
2023-12-05 00:00:00,210.3,0
2023-12-05 00:00:00,210.516,0
2023-12-05 00:00:00,211.42,0
2023-12-05 00:00:00,211.854,0
2023-12-05 00:00:00,212.308,0
2023-12-05 00:00:00,214,0
2023-12-05 00:00:00,215,0
2023-12-05 00:00:00,215.828,0
2023-12-05 00:00:00,216,0
2023-12-05 00:00:00,216.488,0
2023-12-05 00:00:00,216.974,0
2023-12-05 00:00:00,217.724,0
2023-12-05 00:00:00,22.183,0
2023-12-05 00:00:00,22.859,0
2023-12-05 00:00:00,221.418,0
2023-12-05 00:00:00,221.639,0
2023-12-05 00:00:00,221.654,0
2023-12-05 00:00:00,221.837,0
2023-12-05 00:00:00,223,0
2023-12-05 00:00:00,226,0
2023-12-05 00:00:00,228.074,0
2023-12-05 00:00:00,228.941,0
2023-12-05 00:00:00,23.252,0
2023-12-05 00:00:00,23.593,0
2023-12-05 00:00:00,23.879,0
2023-12-05 00:00:00,23.913,0
2023-12-05 00:00:00,23.96,0
2023-12-05 00:00:00,230,0
2023-12-05 00:00:00,235.3,0
2023-12-05 00:00:00,236,0
2023-12-05 00:00:00,236.136,0
2023-12-05 00:00:00,2363,0
2023-12-05 00:00:00,237,0
2023-12-05 00:00:00,237.959,0
2023-12-05 00:00:00,238,0
2023-12-05 00:00:00,238.525,0
2023-12-05 00:00:00,24.235,0
2023-12-05 00:00:00,24.877,0
2023-12-05 00:00:00,24.984,0
2023-12-05 00:00:00,24.989,0
2023-12-05 00:00:00,242,0
2023-12-05 00:00:00,243,0
2023-12-05 00:00:00,244,0
2023-12-05 00:00:00,247.347,0
2023-12-05 00:00:00,248,0
2023-12-05 00:00:00,248.841,0
2023-12-05 00:00:00,249,0
2023-12-05 00:00:00,249.896,0
2023-12-05 00:00:00,249.971,0
2023-12-05 00:00:00,25.101,0
2023-12-05 00:00:00,25.711,0
2023-12-05 00:00:00,25.736,0
2023-12-05 00:00:00,250,0
2023-12-05 00:00:00,250.645,0
2023-12-05 00:00:00,250.818,0
2023-12-05 00:00:00,251.347,0
2023-12-05 00:00:00,251.462,0
2023-12-05 00:00:00,251.482,0
2023-12-05 00:00:00,251.57,0
2023-12-05 00:00:00,252,0
2023-12-05 00:00:00,252.014,0
2023-12-05 00:00:00,252.581,0
2023-12-05 00:00:00,253.181,0
2023-12-05 00:00:00,253.381,0
2023-12-05 00:00:00,253.572,0
2023-12-05 00:00:00,253.781,0
2023-12-05 00:00:00,254,0
2023-12-05 00:00:00,255,0
2023-12-05 00:00:00,257,0
2023-12-05 00:00:00,258,0
2023-12-05 00:00:00,259.437,0
2023-12-05 00:00:00,260,0
2023-12-05 00:00:00,261.039,0
2023-12-05 00:00:00,262.697,0
2023-12-05 00:00:00,262.785,0
2023-12-05 00:00:00,263.461,1
2023-12-05 00:00:00,263.747,0
2023-12-05 00:00:00,264.514,0
2023-12-05 00:00:00,265,0
2023-12-05 00:00:00,267,0
2023-12-05 00:00:00,268,0
2023-12-05 00:00:00,269,0
2023-12-05 00:00:00,27.618,0
2023-12-05 00:00:00,27.802,0
2023-12-05 00:00:00,270.606,0
2023-12-05 00:00:00,274,0
2023-12-05 00:00:00,274.863,0
2023-12-05 00:00:00,275,0
2023-12-05 00:00:00,276.138,0
2023-12-05 00:00:00,276.846,0
2023-12-05 00:00:00,278,0
2023-12-05 00:00:00,28.852,1
2023-12-05 00:00:00,283,0
2023-12-05 00:00:00,284,0
2023-12-05 00:00:00,286.105,0
2023-12-05 00:00:00,2867,0
2023-12-05 00:00:00,289.353,0
2023-12-05 00:00:00,29,0
2023-12-05 00:00:00,29.122,0
2023-12-05 00:00:00,293,0
2023-12-05 00:00:00,297.082,0
2023-12-05 00:00:00,298,0
2023-12-05 00:00:00,298.338,0
2023-12-05 00:00:00,3.043,0
2023-12-05 00:00:00,3.123,1
2023-12-05 00:00:00,3.164,0
2023-12-05 00:00:00,3.202,0
2023-12-05 00:00:00,3.279,0
2023-12-05 00:00:00,3.29,0
2023-12-05 00:00:00,3.309,0
2023-12-05 00:00:00,3.479,0
2023-12-05 00:00:00,3.541,0
2023-12-05 00:00:00,3.559,0
2023-12-05 00:00:00,3.616,0
2023-12-05 00:00:00,3.629,0
2023-12-05 00:00:00,3.668,0
2023-12-05 00:00:00,3.838,0
2023-12-05 00:00:00,3.905,0
2023-12-05 00:00:00,3.919,0
2023-12-05 00:00:00,3.981,0
2023-12-05 00:00:00,30.804,0
2023-12-05 00:00:00,30.909,0
2023-12-05 00:00:00,300,0
2023-12-05 00:00:00,301,0
2023-12-05 00:00:00,301.583,0
2023-12-05 00:00:00,301.833,0
2023-12-05 00:00:00,302,0
2023-12-05 00:00:00,303,0
2023-12-05 00:00:00,303.002,0
2023-12-05 00:00:00,310.678,0
2023-12-05 00:00:00,311.275,0
2023-12-05 00:00:00,311.642,0
2023-12-05 00:00:00,312.757,0
2023-12-05 00:00:00,313.44,0
2023-12-05 00:00:00,313.924,0
2023-12-05 00:00:00,314.357,0
2023-12-05 00:00:00,317.053,0
2023-12-05 00:00:00,317.623,0
2023-12-05 00:00:00,317.807,0
2023-12-05 00:00:00,318.678,0
2023-12-05 00:00:00,319.741,0
2023-12-05 00:00:00,320,0
2023-12-05 00:00:00,320.011,0
2023-12-05 00:00:00,320.761,0
2023-12-05 00:00:00,323.483,0
2023-12-05 00:00:00,324.191,0
2023-12-05 00:00:00,324.3,0
2023-12-05 00:00:00,325.212,0
2023-12-05 00:00:00,325.499,0
2023-12-05 00:00:00,326.167,0
2023-12-05 00:00:00,326.696,0
2023-12-05 00:00:00,327.663,0
2023-12-05 00:00:00,328.697,0
2023-12-05 00:00:00,329,0
2023-12-05 00:00:00,329.297,0
2023-12-05 00:00:00,329.42,0
2023-12-05 00:00:00,329.815,0
2023-12-05 00:00:00,329.941,0
2023-12-05 00:00:00,33,0
2023-12-05 00:00:00,33.399,0
2023-12-05 00:00:00,33.512,0
2023-12-05 00:00:00,330,0
2023-12-05 00:00:00,330.048,0
2023-12-05 00:00:00,330.299,0
2023-12-05 00:00:00,330.799,0
2023-12-05 00:00:00,331.465,0
2023-12-05 00:00:00,331.706,0
2023-12-05 00:00:00,331.84,0
2023-12-05 00:00:00,331.93,0
2023-12-05 00:00:00,332,0
2023-12-05 00:00:00,332.118,0
2023-12-05 00:00:00,332.982,0
2023-12-05 00:00:00,333,0
2023-12-05 00:00:00,333.238,0
2023-12-05 00:00:00,334,0
2023-12-05 00:00:00,334.198,0
2023-12-05 00:00:00,334.229,0
2023-12-05 00:00:00,334.915,0
2023-12-05 00:00:00,335.099,0
2023-12-05 00:00:00,335.583,0
2023-12-05 00:00:00,336.181,0
2023-12-05 00:00:00,336.815,0
2023-12-05 00:00:00,337.171,0
2023-12-05 00:00:00,337.572,0
2023-12-05 00:00:00,338.189,0
2023-12-05 00:00:00,339.537,0
2023-12-05 00:00:00,341.8,0
2023-12-05 00:00:00,341.842,0
2023-12-05 00:00:00,343.328,0
2023-12-05 00:00:00,344.095,0
2023-12-05 00:00:00,344.454,0
2023-12-05 00:00:00,345,0
2023-12-05 00:00:00,345.303,0
2023-12-05 00:00:00,345.424,0
2023-12-05 00:00:00,345.841,0
2023-12-05 00:00:00,346,0
2023-12-05 00:00:00,35.278,0
2023-12-05 00:00:00,35.811,0
2023-12-05 00:00:00,352,0
2023-12-05 00:00:00,353.639,0
2023-12-05 00:00:00,354.567,0
2023-12-05 00:00:00,354.888,0
2023-12-05 00:00:00,357.362,0
2023-12-05 00:00:00,358.989,0
2023-12-05 00:00:00,36.378,0
2023-12-05 00:00:00,36.995,0
2023-12-05 00:00:00,362.016,0
2023-12-05 00:00:00,36223,0
2023-12-05 00:00:00,364.816,0
2023-12-05 00:00:00,37.999,0
2023-12-05 00:00:00,370,0
2023-12-05 00:00:00,372.024,0
2023-12-05 00:00:00,373.855,0
2023-12-05 00:00:00,374,0
2023-12-05 00:00:00,374.434,0
2023-12-05 00:00:00,375.137,0
2023-12-05 00:00:00,375.938,0
2023-12-05 00:00:00,376.387,0
2023-12-05 00:00:00,377.341,0
2023-12-05 00:00:00,377.536,0
2023-12-05 00:00:00,378.707,0
2023-12-05 00:00:00,379.275,0
2023-12-05 00:00:00,38.214,0
2023-12-05 00:00:00,380.385,0
2023-12-05 00:00:00,381.218,0
2023-12-05 00:00:00,381.615,0
2023-12-05 00:00:00,382.507,0
2023-12-05 00:00:00,382.546,0
2023-12-05 00:00:00,3826,0
2023-12-05 00:00:00,383.051,0
2023-12-05 00:00:00,383.169,0
2023-12-05 00:00:00,383.809,0
2023-12-05 00:00:00,384.198,0
2023-12-05 00:00:00,384.432,0
2023-12-05 00:00:00,384.519,0
2023-12-05 00:00:00,384.634,0
2023-12-05 00:00:00,384.728,0
2023-12-05 00:00:00,385.177,0
2023-12-05 00:00:00,385.617,0
2023-12-05 00:00:00,385.774,0
2023-12-05 00:00:00,385.816,0
2023-12-05 00:00:00,386.285,0
2023-12-05 00:00:00,386.636,0
2023-12-05 00:00:00,386.7,0
2023-12-05 00:00:00,386.836,0
2023-12-05 00:00:00,387.02,0
2023-12-05 00:00:00,387.25,0
2023-12-05 00:00:00,387.417,0
2023-12-05 00:00:00,387.583,0
2023-12-05 00:00:00,387.657,0
2023-12-05 00:00:00,387.847,0
2023-12-05 00:00:00,387.876,0
2023-12-05 00:00:00,388.084,0
2023-12-05 00:00:00,388.384,0
2023-12-05 00:00:00,388.478,0
2023-12-05 00:00:00,389.495,0
2023-12-05 00:00:00,389.811,0
2023-12-05 00:00:00,389.856,0
2023-12-05 00:00:00,39,0
2023-12-05 00:00:00,39.052,0
2023-12-05 00:00:00,391.998,0
2023-12-05 00:00:00,392.398,0
2023-12-05 00:00:00,392.723,0
2023-12-05 00:00:00,393.088,0
2023-12-05 00:00:00,394.237,0
2023-12-05 00:00:00,394.887,0
2023-12-05 00:00:00,3945,0
2023-12-05 00:00:00,395.103,0
2023-12-05 00:00:00,395.303,0
2023-12-05 00:00:00,396.675,0
2023-12-05 00:00:00,396.941,0
2023-12-05 00:00:00,397,0
2023-12-05 00:00:00,397.341,0
2023-12-05 00:00:00,398,0
2023-12-05 00:00:00,398.582,0
2023-12-05 00:00:00,4.077,0
2023-12-05 00:00:00,4.258,0
2023-12-05 00:00:00,4.284,0
2023-12-05 00:00:00,4.296,0
2023-12-05 00:00:00,4.321,0
2023-12-05 00:00:00,4.398,0
2023-12-05 00:00:00,4.456,0
2023-12-05 00:00:00,4.464,0
2023-12-05 00:00:00,4.482,0
2023-12-05 00:00:00,4.518,1
2023-12-05 00:00:00,4.7,0
2023-12-05 00:00:00,4.8,0
2023-12-05 00:00:00,4.916,0
2023-12-05 00:00:00,4.952,0
2023-12-05 00:00:00,400.198,0
2023-12-05 00:00:00,400.441,0
2023-12-05 00:00:00,400.781,0
2023-12-05 00:00:00,401,0
2023-12-05 00:00:00,401.266,0
2023-12-05 00:00:00,401.335,0
2023-12-05 00:00:00,401.338,0
2023-12-05 00:00:00,401.414,0
2023-12-05 00:00:00,401.643,0
2023-12-05 00:00:00,401.824,0
2023-12-05 00:00:00,401.848,0
2023-12-05 00:00:00,401.951,0
2023-12-05 00:00:00,402.323,0
2023-12-05 00:00:00,402.329,0
2023-12-05 00:00:00,402.834,0
2023-12-05 00:00:00,402.973,0
2023-12-05 00:00:00,403,0
2023-12-05 00:00:00,403.707,0
2023-12-05 00:00:00,404.036,0
2023-12-05 00:00:00,404.519,0
2023-12-05 00:00:00,404.851,0
2023-12-05 00:00:00,406,0
2023-12-05 00:00:00,406.603,0
2023-12-05 00:00:00,406.707,0
2023-12-05 00:00:00,406.805,0
2023-12-05 00:00:00,407.102,0
2023-12-05 00:00:00,407.186,0
2023-12-05 00:00:00,407.224,0
2023-12-05 00:00:00,407.503,0
2023-12-05 00:00:00,407.612,0
2023-12-05 00:00:00,407.686,0
2023-12-05 00:00:00,407.986,0
2023-12-05 00:00:00,408.146,0
2023-12-05 00:00:00,409,0
2023-12-05 00:00:00,409.655,0
2023-12-05 00:00:00,409.728,0
2023-12-05 00:00:00,410,0
2023-12-05 00:00:00,410.38,0
2023-12-05 00:00:00,410.595,0
2023-12-05 00:00:00,410.913,0
2023-12-05 00:00:00,411,0
2023-12-05 00:00:00,411.358,0
2023-12-05 00:00:00,411.443,0
2023-12-05 00:00:00,411.63,0
2023-12-05 00:00:00,412.143,0
2023-12-05 00:00:00,412.163,0
2023-12-05 00:00:00,413,0
2023-12-05 00:00:00,413.127,0
2023-12-05 00:00:00,413.146,0
2023-12-05 00:00:00,413.48,0
2023-12-05 00:00:00,414.542,0
2023-12-05 00:00:00,415,0
2023-12-05 00:00:00,415.208,0
2023-12-05 00:00:00,415.641,0
2023-12-05 00:00:00,415.875,0
2023-12-05 00:00:00,416,0
2023-12-05 00:00:00,416.057,0
2023-12-05 00:00:00,419,0
2023-12-05 00:00:00,42.346,0
2023-12-05 00:00:00,422,0
2023-12-05 00:00:00,425,0
2023-12-05 00:00:00,426.952,0
2023-12-05 00:00:00,427,0
2023-12-05 00:00:00,429.294,0
2023-12-05 00:00:00,429.803,0
2023-12-05 00:00:00,429.838,0
2023-12-05 00:00:00,43,0
2023-12-05 00:00:00,43.547,0
2023-12-05 00:00:00,430.111,0
2023-12-05 00:00:00,430.353,0
2023-12-05 00:00:00,431,0
2023-12-05 00:00:00,431.742,0
2023-12-05 00:00:00,433.476,0
2023-12-05 00:00:00,437,0
2023-12-05 00:00:00,440,0
2023-12-05 00:00:00,442.94,0
2023-12-05 00:00:00,443,0
2023-12-05 00:00:00,443.039,0
2023-12-05 00:00:00,444,0
2023-12-05 00:00:00,444.677,0
2023-12-05 00:00:00,448,0
2023-12-05 00:00:00,45.087,0
2023-12-05 00:00:00,452.743,0
2023-12-05 00:00:00,458,0
2023-12-05 00:00:00,46.351,0
2023-12-05 00:00:00,46.532,0
2023-12-05 00:00:00,460,0
2023-12-05 00:00:00,460.856,0
2023-12-05 00:00:00,464,0
2023-12-05 00:00:00,465,0
2023-12-05 00:00:00,466.329,0
2023-12-05 00:00:00,468,0
2023-12-05 00:00:00,468.16,0
2023-12-05 00:00:00,474,0
2023-12-05 00:00:00,475,0
2023-12-05 00:00:00,475.757,0
2023-12-05 00:00:00,479.09,0
2023-12-05 00:00:00,48,0
2023-12-05 00:00:00,481.951,0
2023-12-05 00:00:00,483,0
2023-12-05 00:00:00,484,0
2023-12-05 00:00:00,486,0
2023-12-05 00:00:00,487,0
2023-12-05 00:00:00,488,0
2023-12-05 00:00:00,49.421,0
2023-12-05 00:00:00,493,0
2023-12-05 00:00:00,496.413,0
2023-12-05 00:00:00,497.245,0
2023-12-05 00:00:00,497.745,0
2023-12-05 00:00:00,498.162,0
2023-12-05 00:00:00,498.545,0
2023-12-05 00:00:00,5.023,0
2023-12-05 00:00:00,5.027,0
2023-12-05 00:00:00,5.041,0
2023-12-05 00:00:00,5.123,0
2023-12-05 00:00:00,5.261,0
2023-12-05 00:00:00,5.294,0
2023-12-05 00:00:00,5.592,0
2023-12-05 00:00:00,5.657,0
2023-12-05 00:00:00,5.726,0
2023-12-05 00:00:00,5.799,0
2023-12-05 00:00:00,5.995,0
2023-12-05 00:00:00,50.924,0
2023-12-05 00:00:00,501.755,1
2023-12-05 00:00:00,503.993,0
2023-12-05 00:00:00,505.044,0
2023-12-05 00:00:00,505.954,1
2023-12-05 00:00:00,506.435,1
2023-12-05 00:00:00,507.197,0
2023-12-05 00:00:00,507.971,0
2023-12-05 00:00:00,508,0
2023-12-05 00:00:00,508.548,0
2023-12-05 00:00:00,509,0
2023-12-05 00:00:00,510,0
2023-12-05 00:00:00,512,0
2023-12-05 00:00:00,513,0
2023-12-05 00:00:00,514,0
2023-12-05 00:00:00,516.736,0
2023-12-05 00:00:00,517,0
2023-12-05 00:00:00,518.68,0
2023-12-05 00:00:00,519,0
2023-12-05 00:00:00,519.673,0
2023-12-05 00:00:00,52,0
2023-12-05 00:00:00,520,0
2023-12-05 00:00:00,521,0
2023-12-05 00:00:00,521.507,0
2023-12-05 00:00:00,521.765,0
2023-12-05 00:00:00,521.908,0
2023-12-05 00:00:00,522,0
2023-12-05 00:00:00,523,0
2023-12-05 00:00:00,523.147,0
2023-12-05 00:00:00,523.381,0
2023-12-05 00:00:00,523.896,0
2023-12-05 00:00:00,524.43,0
2023-12-05 00:00:00,527,0
2023-12-05 00:00:00,53,0
2023-12-05 00:00:00,532,0
2023-12-05 00:00:00,534,0
2023-12-05 00:00:00,536,0
2023-12-05 00:00:00,537,0
2023-12-05 00:00:00,539,0
2023-12-05 00:00:00,54,0
2023-12-05 00:00:00,54.033,0
2023-12-05 00:00:00,540,0
2023-12-05 00:00:00,542,0
2023-12-05 00:00:00,543,0
2023-12-05 00:00:00,545,0
2023-12-05 00:00:00,55,0
2023-12-05 00:00:00,550,0
2023-12-05 00:00:00,551.601,0
2023-12-05 00:00:00,554.9,0
2023-12-05 00:00:00,555.708,0
2023-12-05 00:00:00,556.285,0
2023-12-05 00:00:00,556.482,0
2023-12-05 00:00:00,556.679,0
2023-12-05 00:00:00,556.902,0
2023-12-05 00:00:00,557.945,0
2023-12-05 00:00:00,558.413,0
2023-12-05 00:00:00,558.711,0
2023-12-05 00:00:00,558.889,0
2023-12-05 00:00:00,56,0
2023-12-05 00:00:00,56.008,0
2023-12-05 00:00:00,57.168,0
2023-12-05 00:00:00,576,0
2023-12-05 00:00:00,577.914,0
2023-12-05 00:00:00,578,0
2023-12-05 00:00:00,581,0
2023-12-05 00:00:00,582,0
2023-12-05 00:00:00,584,0
2023-12-05 00:00:00,585,0
2023-12-05 00:00:00,586,0
2023-12-05 00:00:00,59.747,0
2023-12-05 00:00:00,590,0
2023-12-05 00:00:00,593,0
2023-12-05 00:00:00,596,0
2023-12-05 00:00:00,597,0
2023-12-05 00:00:00,6.019,0
2023-12-05 00:00:00,6.033,0
2023-12-05 00:00:00,6.12,0
2023-12-05 00:00:00,6.212,0
2023-12-05 00:00:00,6.289,0
2023-12-05 00:00:00,6.549,0
2023-12-05 00:00:00,6.625,0
2023-12-05 00:00:00,6.702,0
2023-12-05 00:00:00,6.828,0
2023-12-05 00:00:00,6.837,0
2023-12-05 00:00:00,6.873,0
2023-12-05 00:00:00,6.909,0
2023-12-05 00:00:00,60.617,0
2023-12-05 00:00:00,600,0
2023-12-05 00:00:00,601,0
2023-12-05 00:00:00,602,0
2023-12-05 00:00:00,60559,0
2023-12-05 00:00:00,60561,0
2023-12-05 00:00:00,60562,0
2023-12-05 00:00:00,606,0
2023-12-05 00:00:00,609,0
2023-12-05 00:00:00,61.604,0
2023-12-05 00:00:00,62,0
2023-12-05 00:00:00,62.641,0
2023-12-05 00:00:00,625,0
2023-12-05 00:00:00,626,0
2023-12-05 00:00:00,628,0
2023-12-05 00:00:00,63,0
2023-12-05 00:00:00,63.525,0
2023-12-05 00:00:00,65,0
2023-12-05 00:00:00,67,0
2023-12-05 00:00:00,670,0
2023-12-05 00:00:00,671,0
2023-12-05 00:00:00,673,0
2023-12-05 00:00:00,68,0
2023-12-05 00:00:00,686,0
2023-12-05 00:00:00,687,0
2023-12-05 00:00:00,688,0
2023-12-05 00:00:00,689,0
2023-12-05 00:00:00,69,0
2023-12-05 00:00:00,7.021,0
2023-12-05 00:00:00,7.293,0
2023-12-05 00:00:00,7.526,0
2023-12-05 00:00:00,7.547,0
2023-12-05 00:00:00,7.785,0
2023-12-05 00:00:00,7.815,0
2023-12-05 00:00:00,70,1
2023-12-05 00:00:00,70.14,0
2023-12-05 00:00:00,70.237,0
2023-12-05 00:00:00,71.12,0
2023-12-05 00:00:00,712.941,0
2023-12-05 00:00:00,716,0
2023-12-05 00:00:00,718,0
2023-12-05 00:00:00,719,0
2023-12-05 00:00:00,72,0
2023-12-05 00:00:00,72.618,0
2023-12-05 00:00:00,721,0
2023-12-05 00:00:00,73,0
2023-12-05 00:00:00,73.256,0
2023-12-05 00:00:00,73.963,0
2023-12-05 00:00:00,74,0
2023-12-05 00:00:00,74.791,0
2023-12-05 00:00:00,75,0
2023-12-05 00:00:00,752,0
2023-12-05 00:00:00,753.5,0
2023-12-05 00:00:00,754.299,0
2023-12-05 00:00:00,756.184,0
2023-12-05 00:00:00,756.884,0
2023-12-05 00:00:00,76,0
2023-12-05 00:00:00,77.115,0
2023-12-05 00:00:00,78,0
2023-12-05 00:00:00,78.278,0
2023-12-05 00:00:00,780,0
2023-12-05 00:00:00,79.614,0
2023-12-05 00:00:00,790,0
2023-12-05 00:00:00,8.014,0
2023-12-05 00:00:00,8.18,0
2023-12-05 00:00:00,8.224,0
2023-12-05 00:00:00,8.339,0
2023-12-05 00:00:00,8.401,0
2023-12-05 00:00:00,8.541,0
2023-12-05 00:00:00,8.732,0
2023-12-05 00:00:00,8.777,0
2023-12-05 00:00:00,8.974,0
2023-12-05 00:00:00,80,0
2023-12-05 00:00:00,803,0
2023-12-05 00:00:00,805,0
2023-12-05 00:00:00,807,0
2023-12-05 00:00:00,810,0
2023-12-05 00:00:00,811,0
2023-12-05 00:00:00,819,0
2023-12-05 00:00:00,829.665,0
2023-12-05 00:00:00,83,0
2023-12-05 00:00:00,830.701,0
2023-12-05 00:00:00,839,0
2023-12-05 00:00:00,84,0
2023-12-05 00:00:00,847,1
2023-12-05 00:00:00,848,1
2023-12-05 00:00:00,85,0
2023-12-05 00:00:00,87,0
2023-12-05 00:00:00,87.822,0
2023-12-05 00:00:00,872,0
2023-12-05 00:00:00,889,0
2023-12-05 00:00:00,89,0
2023-12-05 00:00:00,9.15,0
2023-12-05 00:00:00,9.32,0
2023-12-05 00:00:00,9.348,0
2023-12-05 00:00:00,9.395,0
2023-12-05 00:00:00,9.467,0
2023-12-05 00:00:00,9.54,0
2023-12-05 00:00:00,9.568,0
2023-12-05 00:00:00,9.587,0
2023-12-05 00:00:00,9.656,0
2023-12-05 00:00:00,9.709,0
2023-12-05 00:00:00,90,0
2023-12-05 00:00:00,903,0
2023-12-05 00:00:00,91,0
2023-12-05 00:00:00,91.083,0
2023-12-05 00:00:00,91.449,0
2023-12-05 00:00:00,92,0
2023-12-05 00:00:00,930,0
2023-12-05 00:00:00,931,0
2023-12-05 00:00:00,94,0
2023-12-05 00:00:00,94.834,0
2023-12-05 00:00:00,940,0
2023-12-05 00:00:00,945,0
2023-12-05 00:00:00,947,0
2023-12-05 00:00:00,948,0
2023-12-05 00:00:00,96,0
2023-12-05 00:00:00,969,0
2023-12-05 00:00:00,97,0
2023-12-05 00:00:00,970,0
2023-12-06 00:00:00,未知,23
2023-12-06 00:00:00,2,4
2023-12-06 00:00:00,1,7
2023-12-06 00:00:00,3,4
2023-12-06 00:00:00,0,3
2023-12-06 00:00:00,4,1
2023-12-06 00:00:00,6,0
2023-12-06 00:00:00,7,2
2023-12-06 00:00:00,8,0
2023-12-06 00:00:00,5,1
2023-12-06 00:00:00,9,1
2023-12-06 00:00:00,11,0
2023-12-06 00:00:00,12,2
2023-12-06 00:00:00,13,1
2023-12-06 00:00:00,10,0
2023-12-06 00:00:00,16,1
2023-12-06 00:00:00,17,0
2023-12-06 00:00:00,14,1
2023-12-06 00:00:00,18,0
2023-12-06 00:00:00,21,1
2023-12-06 00:00:00,19,0
2023-12-06 00:00:00,385,1
2023-12-06 00:00:00,387,0
2023-12-06 00:00:00,15,0
2023-12-06 00:00:00,384,1
2023-12-06 00:00:00,390,0
2023-12-06 00:00:00,316,0
2023-12-06 00:00:00,391,0
2023-12-06 00:00:00,394,0
2023-12-06 00:00:00,137,0
2023-12-06 00:00:00,163,0
2023-12-06 00:00:00,177,0
2023-12-06 00:00:00,180,0
2023-12-06 00:00:00,202,1
2023-12-06 00:00:00,24,0
2023-12-06 00:00:00,240,0
2023-12-06 00:00:00,321,0
2023-12-06 00:00:00,323,0
2023-12-06 00:00:00,336,0
2023-12-06 00:00:00,34,0
2023-12-06 00:00:00,355,1
2023-12-06 00:00:00,376,0
2023-12-06 00:00:00,378,0
2023-12-06 00:00:00,386,0
2023-12-06 00:00:00,50,1
2023-12-06 00:00:00,182,0
2023-12-06 00:00:00,184,1
2023-12-06 00:00:00,197,0
2023-12-06 00:00:00,199,0
2023-12-06 00:00:00,22,0
2023-12-06 00:00:00,232,0
2023-12-06 00:00:00,27,0
2023-12-06 00:00:00,271,0
2023-12-06 00:00:00,290,0
2023-12-06 00:00:00,309,0
2023-12-06 00:00:00,31,0
2023-12-06 00:00:00,312,0
2023-12-06 00:00:00,314,0
2023-12-06 00:00:00,315,0
2023-12-06 00:00:00,317,0
2023-12-06 00:00:00,319,0
2023-12-06 00:00:00,322,0
2023-12-06 00:00:00,335,0
2023-12-06 00:00:00,340,0
2023-12-06 00:00:00,343,0
2023-12-06 00:00:00,348,0
2023-12-06 00:00:00,357,1
2023-12-06 00:00:00,358,0
2023-12-06 00:00:00,36,0
2023-12-06 00:00:00,362,0
2023-12-06 00:00:00,377,0
2023-12-06 00:00:00,379,0
2023-12-06 00:00:00,380,0
2023-12-06 00:00:00,388,0
2023-12-06 00:00:00,389,0
2023-12-06 00:00:00,392,0
2023-12-06 00:00:00,432,0
2023-12-06 00:00:00,58,0
2023-12-06 00:00:00,61,0
2023-12-06 00:00:00,64,0
2023-12-06 00:00:00,151,0
2023-12-06 00:00:00,162,0
2023-12-06 00:00:00,170,0
2023-12-06 00:00:00,186,1
2023-12-06 00:00:00,198,0
2023-12-06 00:00:00,20,0
2023-12-06 00:00:00,200,0
2023-12-06 00:00:00,201,0
2023-12-06 00:00:00,203,1
2023-12-06 00:00:00,204,1
2023-12-06 00:00:00,205,0
2023-12-06 00:00:00,220,0
2023-12-06 00:00:00,229,0
2023-12-06 00:00:00,23,1
2023-12-06 00:00:00,241,0
2023-12-06 00:00:00,25,0
2023-12-06 00:00:00,251,0
2023-12-06 00:00:00,28,0
2023-12-06 00:00:00,281,0
2023-12-06 00:00:00,282,0
2023-12-06 00:00:00,292,0
